id,area,source_ref,requirement,implementation_files,tests,acceptance_test,status,evidence_path,licence_impact,remaining_limitation
R-19,Delivery and distribution,parity.delivery.13,"Support a fork-safe two-stage publication in which the unprivileged run analyses and emits the rendered report as an output and artifact without commenting, and a separate trusted workflow validates that artifact and posts it, never checking out or executing pull-request-controlled code with a privileged token",".github/workflows/pr-review.yml, .github/workflows/pr-review-publish.yml, action.yml","tests/delivery/test_fork_safe_publication.py, tests/delivery/test_pr_publish_over_a_real_socket.py",pytest tests/delivery/test_fork_safe_publication.py -q,IMPLEMENTED BUT NOT FULLY VERIFIED,test-evidence/rows/R-19.log,none,"EXTERNAL BLOCKER, narrowed but not removed: a live hosted pull-request run. What was fixtures-only is no longer: the two-stage publication boundary now runs against a loopback TLS server through the real urllib transport, over a real socket, with the real Authorization header asserted server-side, real pagination, a real create-then-update against a store the server holds, and a real two-stage hand-off in which the unprivileged stage writes the rendered review to a file on disk and the privileged stage reads that file back, validates it as untrusted input and posts it. The host allowlist is exercised rather than patched out. WHAT IS STILL NOT VERIFIED: a run on hosted GitHub Actions against the real API. That was not performed because the only way to do it is to open pull requests on the public repository, leaving test artifacts behind on it, which this work was explicitly not to do. Recorded as a blocker rather than claimed"
R-20,Delivery and distribution,parity.delivery.14,"Ship an editor extension client that reads the local graph and surfaces impact, flows, and test coverage in the editor, built from permissively licensed tooling and making no network call",,,pytest tests/delivery/test_editor_extension.py -q,NOT IMPLEMENTED,test-evidence/rows/R-20.log,extension tooling must be permissive; no telemetry and no network call,No editor extension exists; the only surfaces are the CLI and MCP.
R-21,Delivery and distribution,parity.delivery.15,"Give the offline viewer an in-page search that filters and focuses nodes, a community legend whose entries toggle their community, and node sizes scaled by degree, while keeping the file self-contained with no external script, style, font, or image","src/dkg/export/viz.py, src/dkg/export/graphdata.py","tests/delivery/test_viz.py, tests/delivery/test_viz_interaction.py",pytest tests/delivery/test_viz_interaction.py -q,PRODUCTION READY,test-evidence/rows/R-21.log,none,"Search, a community legend whose entries toggle their community, and radii scaled by degree (area proportional to degree) are present, and the file stays self-contained with no external script, style, font, or image. The force-directed layout is computed in Python at export time with a fixed seed and bounded iterations, so the emitted file is byte-identical for a given graph and the drawing renders with JavaScript disabled. Verified against the emitted markup, stylesheet, and script text; no real browser was driven."
S-10,Evidence and reproducibility,parity.evidence.1,"Add an evaluation corpus of at least six real third-party repositories, each pinned to an explicit upstream commit, run by the existing seeded harness, with the per-repository results and the pinned commits published and a run whose clone is unavailable reported not run rather than failed","scripts/benchmark.py, docs/BENCHMARKS.md",tests/benchmark/test_harness.py,pytest tests/benchmark/test_real_repo_corpus.py -q,PARTIAL,test-evidence/rows/S-10.log,third-party corpora are cloned by benchmark tooling only; their licences are recorded and no source is vendored,"Every published corpus is generated in-repository. Ground truth is known by construction, which is honest, but no number is measured against real third-party code."
S-11,Evidence and reproducibility,parity.evidence.2,"Measure and publish incremental-update latency on a large repository, reporting the cold build, the no-change update, the changed-file update, and the number of files actually re-parsed, with process start-up separated from marginal cost so the figure cannot be read as faster than it is",,,pytest tests/benchmark/test_incremental_latency.py -q,NOT IMPLEMENTED,test-evidence/rows/S-11.log,none,"Incremental update is implemented and tested for correctness but its latency has never been measured, so the platform makes no timing claim."
J-07,UX and docs,parity.docs.1,"Publish a frequently-asked-questions document that compares the platform honestly with language servers, similarity retrieval, and plain search, names the adjacent tools it does not replace, states plainly when not to use it, and describes how to verify a working install","docs/FAQ.md, README.md",tests/unit/test_docs_faq.py,pytest tests/unit/test_docs_faq.py -q,PRODUCTION READY,test-evidence/rows/J-07.log,none,"Compares the platform against a language server, similarity retrieval, plain search, a graph database, and a hosted service; names the adjacent tools it does not replace; states when not to use it; and describes how to verify a working install. Figures quoted in it are checked against the real measurement artifacts by test, so a stale number fails the build. The two dead README navigation anchors are fixed."
J-08,UX and docs,parity.docs.2,"Publish a troubleshooting document covering install and path problems, server start-up failures, database lock and staleness symptoms, missing optional components, and the platform-specific issues seen on Windows and its Linux subsystem, each with the symptom, the cause, and the fix",docs/TROUBLESHOOTING.md,tests/unit/test_docs_troubleshooting.py,pytest tests/unit/test_docs_troubleshooting.py -q,PRODUCTION READY,test-evidence/rows/J-08.log,none,"Twenty-four entries, each with symptom, cause, and fix, across install and path, server start-up, database lock and staleness, missing optional components, Windows and its Linux subsystem, and network. Every Windows and subsystem entry is labelled in the document as inferred from the code rather than observed: no Windows machine was used, and the document asks for real failures so an entry can move from inferred to observed."
J-09,UX and docs,parity.docs.3,"Publish a roadmap separating what has shipped from what is planned and what is ongoing, with no shipped claim that is not already backed by a matrix row",docs/ROADMAP.md,tests/unit/test_docs_roadmap.py,pytest tests/unit/test_docs_roadmap.py -q,PRODUCTION READY,test-evidence/rows/J-09.log,none,"Separates shipped from in progress, planned, ongoing, and deliberately not planned. Every shipped bullet cites matrix row identifiers and a test re-reads the CSV and fails if any cited row is not implemented or partial, if a bullet cites nothing, or if a row appears as both shipped and unfinished. Totals are not hand-typed."
J-10,UX and docs,parity.docs.4,"Publish a complete commands reference covering every command-line subcommand and every MCP tool with its parameters and defaults, checked by a test that fails when a registered subcommand or tool is missing from the document",docs/COMMANDS.md,tests/unit/test_docs_commands_complete.py,pytest tests/unit/test_docs_commands_complete.py -q,PRODUCTION READY,test-evidence/rows/J-10.log,none,"Covers every registered command-line subcommand and every registered MCP tool with parameters and defaults. The test builds the real parser and the real read-only tool registry and fails naming any missing subcommand, tool, option string, or schema property, and also fails on a documented command that is no longer registered, so the document cannot drift in either direction. The earlier note quoting 35 subcommands and 18 tools was already stale when written."
J-11,UX and docs,parity.docs.5,"Ship a diagnostic script that reports the interpreter, the installed extras, the external binaries and staged models found, and whether the package index is reachable from this shell, so an install failure can be told apart from an environment failure without guessing",scripts/probe_environment.py,tests/unit/test_diagnostics.py,pytest tests/unit/test_diagnostics.py -q,PRODUCTION READY,test-evidence/rows/J-11.log,the reachability probe is diagnostic tooling and is never on a product runtime path,"Reports the interpreter, every declared extra with each requirement and its installed version, external binaries grouped by what needs them, staged models with their provenance and what happens when absent, a loopback bind, and package-index reachability. The index probe is the one deliberate outbound call: it names the URL it contacts in the report and in a disclosure field, and an offline switch records it as not attempted rather than reporting it unreachable."
J-12,UX and docs,parity.docs.6,"Publish a contributor guide covering development in a clone, the test and gate commands, the coding conventions, and the standing licence and dependency rules a change must satisfy",CONTRIBUTING.md,tests/unit/test_docs_contributing.py,pytest tests/unit/test_docs_contributing.py -q,PRODUCTION READY,test-evidence/rows/J-12.log,must state the source-available non-commercial terms and that modified redistribution is not permitted,"Covers development in a clone, the test and gate commands in a table cross-checked against the gate script itself, the coding conventions, and the licence and dependency rules a change must satisfy. Deliberately not a generic open-source contributing guide: it states that publishing a modified version is prohibited and what a contribution therefore means here."
J-13,UX and docs,parity.docs.7,"Publish a code of conduct at the repository root naming the standard it adopts, its scope, and how to report a concern",CODE_OF_CONDUCT.md,tests/unit/test_docs_governance.py,pytest tests/unit/test_docs_governance.py -q,PRODUCTION READY,test-evidence/rows/J-13.log,the adopted standard must itself be permissively licensed,"Adopts Contributor Covenant 2.1 by reference and by name, states its scope and what is out of scope, and gives a private reporting route on the forge. Adopted by reference rather than vendored, and no contact address is invented that could not be verified; a test fails if one is added."
J-14,UX and docs,parity.docs.8,"Publish a security policy at the repository root stating which versions are supported, the private reporting channel, what a report should contain, and the acknowledgement and fix timelines, linked from the existing security and threat models","SECURITY.md, docs/SECURITY_MODEL.md, docs/THREAT_MODEL.md",tests/unit/test_docs_security_policy.py,pytest tests/unit/test_docs_security_policy.py -q,PRODUCTION READY,test-evidence/rows/J-14.log,none,"States supported versions, the private reporting channel on the forge, what a report should contain, what is in and out of scope, and acknowledgement, assessment, and fix targets. The targets are labelled as targets rather than guarantees, with a commitment to report a slip. The security and threat models now link to it. The version table is checked against the package version and the changelog by test."
J-15,UX and docs,parity.docs.9,"Ship issue and pull-request templates that require the information a report needs to be actionable (version, platform, extras present, reproduction, and expected against observed behaviour) and a checklist mirroring the contributor guide",".github/ISSUE_TEMPLATE, .github/PULL_REQUEST_TEMPLATE.md",tests/unit/test_repo_templates.py,pytest tests/unit/test_repo_templates.py -q,PRODUCTION READY,test-evidence/rows/J-15.log,none,"Bug, feature, and documentation forms plus a pull-request checklist mirroring the contributor guide. Version, platform, platform detail, extras, reproduction, expected, and observed are each marked required and each is asserted required by test. Blank issues are disabled and security reports are routed away from the public tracker. The forge URLs in the template configuration are absolute because the forge requires it, and are taken from the configured remote."
J-16,UX and docs,parity.docs.10,"Publish translated README versions in at least four further languages, each carrying the same claims and the same measured numbers as the English original, with a test that fails when a translation's stated numbers drift from it","README.zh-CN.md, README.es.md, README.fr.md, README.de.md",tests/unit/test_readme_translations.py,pytest tests/unit/test_readme_translations.py -q,PARTIAL,test-evidence/rows/J-16.log,none,"HONESTLY PARTIAL, and deliberately so. Four complete translations ship, and the drift gate is real: all 86 numeric tokens of the English prose must appear in each translation as an exact multiset, all 8 fenced code blocks must be byte-identical, and the heading sequence, the table-row count, and every URL must match. What no test can establish is meaning. The checks catch a dropped number, section, table row, link, or code block; they cannot catch a mistranslated sentence. Every hedge was preserved deliberately and no caveat was softened, but that is the translator's own assessment and not a measurement, and no native-speaker review has happened. The row stays partial until one does rather than claim a fidelity nothing verifies."
J-17,UX and docs,parity.docs.11,"Gate documentation cross-reference integrity: every in-document anchor, relative document link, and cited repository path in a tracked document must resolve, so a navigation link can never point at a section that does not exist",tests/unit/test_docs_links.py,tests/unit/test_docs_links.py,pytest tests/unit/test_docs_links.py -q,PRODUCTION READY,test-evidence/rows/J-17.log,none,"Every in-document anchor and every relative document link in every tracked markdown file must resolve, with no exceptions, using the forge's own slug rules and skipping fenced blocks. Cited repository paths are checked when rooted at a real tracked top-level entry, and a path is allowed to be missing only when the citing line says it is absent. The five dated narrative reports are excluded from the path check only, because they quote other projects' layouts and historic refs; that exclusion is documented in the module. The gate found the two dead README anchors that motivated it, and two further dead pointers were fixed in documents it does not reach."
T-12,Graph analysis and review,parity.graph.4,"Answer named directed relationship queries over the code graph, each naming the edge direction it follows: callers of a symbol, callees of a symbol, references to a symbol, modules a file imports, modules that import a file, children of a container, tests covering a symbol, inheritors of a type, and a whole-file summary, with the pattern, the predicate, and the direction reported in the result","src/dkg/mcp/tools.py, src/dkg/context/slices.py",tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k 'directions or directed or inheritance',PRODUCTION READY,test-evidence/rows/T-12.log,none,"Eight named directed queries, each naming the predicate and direction it follows and reporting both in the result: callers, callees, neighbours, implementations, base types, importers, tests-for, and the framework relations. One tool per direction rather than one with a direction flag, because a caller that has to pass a direction has to know the edge model first. Every result carries its confidence tier. Still over-approximate."
T-13,Graph analysis and review,parity.graph.5,"Detect execution flows from entry points once during post-processing, persist them as a catalogue, and expose listing them in ranked order, retrieving one by name or identifier with its ordered steps, and asking which flows a changed file set touches","src/dkg/code/postprocess.py, src/dkg/code/catalogue.py, src/dkg/core/migrations/003_postprocess.sql, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_flow_catalogue.py,pytest tests/code/test_flow_catalogue.py -q,PRODUCTION READY,test-evidence/rows/T-13.log,none,"Flows are traced over call and dispatch edges, so they over-approximate exactly as those edges do, and a flow reached only through a dynamic call is not catalogued at all. A catalogue computed before the graph moved is reported stale rather than served as current."
Q-14,Advanced code analysis,parity.analysis.11,"Resolve module import paths through a compiler configuration file's alias and base-directory settings, so an aliased import resolves to the real in-repository module instead of remaining an unresolved bare name","src/dkg/code/aliases.py, src/dkg/code/graph.py, src/dkg/code/ingest.py",tests/code/test_path_alias_resolution.py,pytest tests/code/test_path_alias_resolution.py -q,PRODUCTION READY,test-evidence/rows/Q-14.log,none,"Reads tsconfig.json and jsconfig.json only. Other build systems declare aliases elsewhere (bundler configs, module-resolution plugins) and are not read, so an alias declared there still fails to resolve."
O-09,Retrieval and graph enrichment,parity.retrieval.2,"Boost ranking with identifiers extracted from the query (dotted, snake-case, and camel-case tokens matched against qualified names) and enrich the text an entity is embedded from with its dotted qualified form, its word-split identifier, and its enclosing directory, with the measured before-and-after retrieval scores published","src/dkg/search/identifiers.py, src/dkg/search/hybrid.py",tests/retrieval/test_identifier_ranking.py,pytest tests/retrieval/test_identifier_ranking.py -q,PRODUCTION READY,test-evidence/rows/O-09.log,none,"Both halves are implemented and the before-and-after figures are published in test-evidence/identifier_ranking.json under one seed and one metric definition. THE HEADLINE RESULT IS A NULL AND IS REPORTED AS ONE: on the retained 30-document, 40-query corpus the scores are unchanged, delta 0.0 on MRR, nDCG at 10, and recall at 10, because that corpus is prose and its queries carry no dotted, snake, or camel tokens for the feature to act on. On a disclosed supplementary identifier corpus, which was authored alongside the feature and is therefore weaker evidence, the zero-dependency core path rises from 0.6 to 1.0 on all three, while the full stack is unchanged because the cross-encoder already handles those queries. Nothing regressed anywhere. The corpus, metric, and seed were not adjusted to move the number."
S-12,Evidence and reproducibility,parity.evidence.3,"Measure multi-hop retrieval on a labelled task set where each task requires a natural-language query to reach an anchor symbol and then one structural hop from it, publishing the score per task and the mean, so retrieval is measured on the question shape the graph exists to answer rather than on single-hop ranking alone",,,pytest tests/retrieval/test_multi_hop.py -q,NOT IMPLEMENTED,test-evidence/rows/S-12.log,none,"Retrieval is measured single-hop only (MRR, nDCG, recall on a query-to-document corpus). No task set, no anchor-then-hop scoring, and no published figure exists. The files that must change are scripts/retrieval_quality.py and docs/BENCHMARKS.md."
R-22,Delivery and distribution,parity.delivery.16,"Make the offline viewer usable without a mouse and readable by assistive technology: every interactive element reachable and operable from the keyboard with a visible focus indicator, an accessible name on every control and node, a text alternative for the drawn graph, and text and non-text contrast meeting the published accessibility level, verified by an automated check","src/dkg/export/viz.py, src/dkg/export/graphdata.py",tests/delivery/test_viz_accessibility.py,pytest tests/delivery/test_viz_accessibility.py -q,PRODUCTION READY,test-evidence/rows/R-22.log,none,"Targets WCAG 2.1 level AA, named in the code, in the page, and in the test. Contrast is computed by an original relative-luminance check over every colour pair the viewer uses, and a second test fails if any undeclared colour appears anywhere in the page, so the check is complete rather than a sample. Keyboard operability, accessible names, and the text alternative are asserted structurally against the emitted markup. No real browser or screen reader was driven, which is the honest limit of an automated check; the requirement asks for an automated check."
R-23,Delivery and distribution,parity.delivery.17,"Serve the generated offline viewer from a bounded local server bound to loopback on an explicit port, refusing any non-loopback bind, so a viewer produced on a headless machine can be opened without copying the file","src/dkg/export/serve.py, src/dkg/export/viz_cli.py",tests/delivery/test_viz_serve.py,pytest tests/delivery/test_viz_serve.py -q,PRODUCTION READY,test-evidence/rows/R-23.log,loopback only; serving must never bind a routable interface,"Loopback-only bind refused before a socket exists for every non-loopback address tested, an always-explicit port, one served document with no directory listing and no traversal, and bounded by a request cap, a per-connection timeout, and a request-size cap, stopping with no thread left running. Implemented in its own module; src/dkg/mcp/server_http.py, the MCP trust boundary, was deliberately not touched, so the earlier note naming it as a file that must change is superseded."
K-14,Supply chain,parity.supply.1,"Configure automated dependency-update proposals for both the Python dependency set and the pinned continuous-integration actions, with a bounded schedule, grouped updates, and every proposal required to pass the full gate suite before it can merge",,,pytest tests/release/test_dependency_updates.py -q,NOT IMPLEMENTED,test-evidence/rows/K-14.log,an update proposal must not introduce a non-permissive licence; the licence audit gates every proposal,"Dependencies and actions are pinned but nothing proposes updates, so a security fix upstream is noticed only when someone looks."
F-19,MCP,parity.mcp.7,"Validate the Origin and Host headers of every request to the served HTTP surface against an explicit allow-list and reject a mismatch before any handler runs, so a page in a browser cannot drive the local server merely by being on the same machine","src/dkg/mcp/http_guard.py, src/dkg/mcp/server_http.py, src/dkg/core/config.py",tests/security/test_http_origin_guard.py,pytest tests/security/test_http_origin_guard.py -q,PRODUCTION READY,test-evidence/rows/F-19.log,none,"Closed. Authorisation is by credential only; the peer address is never a credential. Four checks run before any handler: Host against an allow-list derived from the bind, Origin absent or explicitly allow-listed (with Referer checked the same way and 'null' never allow-listable), a JSON content type on /rpc which removes the three CORS-safelisted types and with them the no-preflight path, and finally a bearer token. A non-loopback bind with no credential is refused at startup so the socket never opens; a loopback bind with no token is refused unless DKG_MCP_ALLOW_UNAUTHENTICATED_LOOPBACK is set. Verified end to end over a real socket, including a same-machine loopback caller rejected without a token, a browser-style Origin rejected even when opted in, a form-encoded POST rejected, and a rebound Host rejected on /rpc and on /healthz."
F-20,MCP,parity.mcp.8,"Accept a verbosity parameter on every analysis and query tool that selects between a compact and a full response shape, with the compact shape the default where a full one would carry large member or edge lists, and the shape chosen reported in the result",src/dkg/mcp/tools.py,tests/unit/test_mcp_surface.py,pytest tests/unit/test_mcp_surface.py -q -k verbosity,PRODUCTION READY,test-evidence/rows/F-20.log,none,"Every analysis and query tool accepts verbosity=compact|full, applied at the registry edge so no handler can forget it. Compact drops per-item detail and never a result, which is a different lever from token_budget (that one drops results), and it never drops the top-level caveat: a caveat that vanished when a caller asked for less would not be a caveat."
N-22,Source-code plane,parity.lang.13,"Separate parsing from post-processing so flow detection, community detection, and index rebuilding run as a named stage that can be re-run on its own, skipped, or reduced, with the level actually applied reported in the ingest result","src/dkg/code/postprocess.py, src/dkg/code/ingest.py, src/dkg/cli/entry.py",tests/code/test_postprocess_stage.py,pytest tests/code/test_postprocess_stage.py -q,PRODUCTION READY,test-evidence/rows/N-22.log,none,"The index stage needs a pre-staged embedding model and is reported not run without one, which lowers the applied level below the requested one. That is capability detection, not failure, and the result distinguishes them."
Q-15,Advanced code analysis,parity.analysis.12,"Suggest refactorings derived from the detected community structure and the coupling signals, each naming the symbols involved, the measurement that prompted it, and the reason it may be wrong, worded as a suggestion because it is a prompt for a human","src/dkg/code/refactor.py, src/dkg/code/coupling.py, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/code/test_refactor_suggestions.py,pytest tests/code/test_refactor_suggestions.py -q,PRODUCTION READY,test-evidence/rows/Q-15.log,none,"Suggestions, not findings. Each rests on one run of a modularity optimizer over a name-based graph; each carries its own reason for possibly being wrong, and a move fires only when the partition and the neighbourhood actually disagree. Four cuts are derived from this graph's distribution; three (minimum neighbours, majority, plural traffic) are fixed because they are properties of the question rather than of the repository, and all seven are published in the thresholds block."
R-24,Delivery and distribution,parity.delivery.18,"Run the multi-repository watcher as a managed background service: start, stop, restart, status, and log subcommands, one supervised worker per repository, a process-identity file so a second start cannot double-run, per-repository log files, reconciliation when the registry changes, and a health check that restarts a dead worker","src/dkg/watch/service.py, src/dkg/watch/daemon.py, src/dkg/watch/registry.py, src/dkg/cli/entry.py",tests/delivery/test_daemon_lifecycle.py,pytest tests/delivery/test_daemon_lifecycle.py -q,PRODUCTION READY,test-evidence/rows/R-24.log,none,"All seven parts are implemented and tested: start, stop, restart, status, log and run subcommands; one supervised worker thread per repository; an O_EXCL process-identity file that refuses a second start and reclaims itself when its process is gone; per-repository log files, size-capped and with the repository name sanitised before it reaches the filesystem; registry reconciliation each cycle covering add, remove and repoint; and a health check that replaces a dead worker carrying its failure counters forward. Two of the tests spawn a real detached process to establish that it survives its parent and stops on SIGTERM. Remaining limits: verified on macOS only; the supervisor is one process with a thread per repository rather than a process per repository, so an interpreter-level crash takes all workers with it; and there is no integration with launchd or systemd, so the service does not restart on reboot"
R-25,Delivery and distribution,parity.delivery.19,"Publish the signed, reproducibly built distribution to a public package index on a release event, so the tool can be installed by name rather than from a source checkout, with the index upload attested by the same provenance the release already produces",,,pytest tests/release/test_index_publication.py -q,NOT IMPLEMENTED,test-evidence/rows/R-25.log,"the distribution metadata and the index listing must carry the source-available non-commercial terms verbatim and must not imply permissive, freely modifiable, or commercially usable terms","The release workflow builds reproducibly, signs, and attests, but uploads only to the release itself. Installation therefore requires a git reference, which is why the consumer action installs from a repository URL rather than by name. The file that must change is .github/workflows/release.yml."
S-13,Evidence and reproducibility,parity.evidence.4,"Run a bounded, report-only benchmark on a schedule in continuous integration over the smallest pinned configurations, publishing the result as an artifact and a job summary, and never failing the build, so a quality regression is noticed without turning a measurement into a gate",,,pytest tests/benchmark/test_scheduled_run.py -q,NOT IMPLEMENTED,test-evidence/rows/S-13.log,none,"Benchmarks run only when someone runs them. Neither workflow carries a schedule, so a regression in a measured number is invisible until the next manual regeneration. The file that must change is .github/workflows/, which needs a new scheduled workflow."
U-16,Token cost and context levers,parity.token.4,"Precompute and persist compact per-community and per-flow summaries and a per-symbol risk index during post-processing, so the common orientation and review answers are read from a small table instead of recomputed from the whole graph on every call","src/dkg/code/postprocess.py, src/dkg/code/catalogue.py, src/dkg/core/migrations/003_postprocess.sql, src/dkg/mcp/tools.py, src/dkg/cli/entry.py",tests/benchmark/test_precomputed_summaries.py,pytest tests/benchmark/test_precomputed_summaries.py -q,PRODUCTION READY,test-evidence/rows/U-16.log,none,"Everything stored is derived and disposable, and a row computed against an earlier graph is reported stale. The opt-in churn signal is deliberately never precomputed, because it is not derived from the graph."
N-23,Source-code plane,parity.lang.9,"Measure per-language parse accuracy on a held-out corpus written and labelled before it was ever parsed, publish it separately from the corpus authored alongside the parser, and keep the pre-fix measurement so the effect of any change made in response to it is visible","scripts/language_accuracy.py, tests/code/corpus/hard, tests/code/corpus/hard_ground_truth.json",tests/code/test_language_breadth.py,pytest tests/code/test_language_breadth.py -q,PRODUCTION READY,test-evidence/rows/N-23.log,none,"Micro precision 0.9901 and recall 0.9804 over 102 labelled symbols in 12 languages (test-evidence/language_accuracy.json, held_out block). The first measurement, taken before any parser change was made in response to it, is kept in test-evidence/held_out_first_measurement.json: it was 0.956 precision and 0.8529 recall, and the gap is the arrow-function bindings, abstract classes, namespaces, records, trait signatures, and function-pointer typedefs it exposed. One ground-truth label was corrected after that measurement and the correction is recorded in the corpus file. The held-out corpus covers 12 languages, not all 41."
N-24,Source-code plane,parity.lang.10,"Expose the language inventory on the CLI and the read-only MCP surface, reporting per language how it is parsed, which extra ships its grammar, and whether that grammar is available in this environment, so a caller never has to infer coverage from a failure","src/dkg/code/parser.py, src/dkg/cli/entry.py, src/dkg/mcp/tools.py","tests/code/test_language_breadth.py, tests/code/test_mcp_code.py",pytest tests/code/test_language_breadth.py tests/code/test_mcp_code.py -q,PRODUCTION READY,test-evidence/rows/N-24.log,none,"dkg code-languages and the dkg.code.languages MCP tool report all 41 languages with their fidelity, extensions, extra, declared grammar licence, and availability. The MCP tool is query-and-read only and parses nothing. The inventory reports what this build claims; the measured accuracy behind each claim lives in docs/BENCHMARKS.md rather than in the inventory payload."
V-07,Framework and configuration awareness,parity.framework.7,"Represent a server-rendered template file as a first-class graph node addressed by the name application code calls it by, so a template participates in search and impact instead of being invisible to the code plane","src/dkg/code/frameworks.py, src/dkg/code/parser.py",tests/code/test_frameworks.py,pytest tests/code/test_frameworks.py -q,PRODUCTION READY,test-evidence/rows/V-07.log,none,"A .blade.php file is parsed as a template rather than being handed to the PHP grammar, and becomes a module node plus a view node under its dotted name, with edges to the templates its directives pull in. The dotted name is derived from the path under a known view root, so a template outside resources/views, views, or resources/templates is named by its full path. Only Blade is handled; other template languages are not."
Q-16,Advanced code analysis,parity.part1.slices,"Return answer-shaped node-level slices for a structural question: one entry per symbol reduced to its declaration plus the minimal lines bearing on the query, ranked by a documented relevance score and packed into a caller-supplied token budget, with the seed never dropped to fit and anything omitted reported","src/dkg/context/slices.py, src/dkg/context/pack.py",tests/unit/test_answer_slices.py,pytest tests/unit/test_answer_slices.py -q,PRODUCTION READY,test-evidence/rows/Q-16.log,none,"A slice is a symbol, never a file: a symbol that does not bear on the query is not returned merely because it shares a file with one that does. Three detail levels trade size against completeness and the elided line count is reported, so a trimmed slice is visibly trimmed. Ranking is deterministic so a result can be diffed between runs. The matched set is still over-approximate, because the edges underneath it are structural and name-based."
S-15,Supply chain,parity.part1.bundle-audit,"Audit every grammar inside a multi-grammar bundle dependency from its own upstream repository at the exact revision the bundle pins, publish the result as a regenerable committed manifest, and fail rather than assume when a licence cannot be resolved","scripts/audit_grammar_bundle.py, docs/grammar_bundle_sources.json, docs/grammar_bundle_licences.json",tests/code/test_grammar_bundle_licences.py,pytest tests/code/test_grammar_bundle_licences.py -q,PRODUCTION READY,test-evidence/rows/S-15.log,"All 371 grammars in tree-sitter-language-pack 1.14.3 resolved permissive with none copyleft and none unresolved: 321 MIT, 27 Apache-2.0, 9 ISC, 4 BSD-3-Clause, 3 BSD-2-Clause, 2 Apache-2.0 with the LLVM exception, 2 Unlicense, 2 WTFPL, 1 CC0-1.0. Attributed in THIRD_PARTY_NOTICES.md.","Resolution is strongest-evidence-first: a licence file at the pinned revision, then a declaration in the grammar's own metadata at that revision, then the bundle manifest's own field, then the forge's detection for the repository. The strength of each result is recorded per grammar rather than flattened, so the one grammar resolved by forge detection (Groovy, which ships no licence file on the branch the bundle pins) is visibly weaker evidence than the rest. The extra is pinned to an exact version rather than a floor, because the audit is only meaningful for the revisions that version compiles. Re-running the audit needs network access and is build-time tooling; the product never calls it."
